transaction_id,student_id,date,time,merchant,category,amount
T0000634,20220080,2026-03-09,18:10:00,一食堂-风味窗口,食堂,18.35
T0000635,20240070,2026-03-10,17:53:00,一食堂-大众窗口,食堂,14.19
T0000636,20230009,2026-03-22,19:13:00,超市A,超市,3.6
T0000637,20250051,2026-03-07,18:04:00,一食堂-风味窗口,食堂,21.96
T0000638,20230033,2026-03-02,18:20:00,二食堂-大众窗口,食堂,14.88
T0000639,20230081,2026-03-21,12:09:00,二食堂-面食窗口,食堂,10.5
T0000640,20230025,2026-03-18,13:13:00,二食堂-大众窗口,食堂,14.5
T0000641,20250083,2026-03-11,07:59:00,一食堂-风味窗口,食堂,15.55
T0000642,20220028,2026-03-13,07:48:00,二食堂-大众窗口,食堂,13.46
T0000643,20220104,2026-03-06,18:15:00,一食堂-大众窗口,食堂,14.42
T0000644,20230021,2026-03-18,17:53:00,二食堂-大众窗口,食堂,10.52
T0000645,20220060,2026-03-09,11:17:00,一食堂-大众窗口,食堂,9.32
T0000646,20250015,2026-03-05,18:36:00,一食堂-大众窗口,食堂,9.69
T0000647,20240118,2026-03-22,18:31:00,二食堂-面食窗口,食堂,12.08
T0000648,20220016,2026-03-10,12:58:00,一食堂-大众窗口,食堂,14.43
T0000649,20220044,2026-03-08,18:35:00,一食堂-风味窗口,食堂,20.99
T0000650,20220092,2026-03-09,18:16:00,一食堂-风味窗口,食堂,16.34
T0000651,20230057,2026-03-22,11:01:00,二食堂-面食窗口,食堂,15.86
T0000652,20220116,2026-03-20,08:25:00,二食堂-面食窗口,食堂,14.39
T0000653,20240058,2026-03-16,17:11:00,二食堂-大众窗口,食堂,8.9
T0000654,20220076,2026-03-12,19:32:00,奶茶店,饮品,17.67
T0000655,20230017,2026-03-11,18:18:00,二食堂-大众窗口,食堂,13.37
T0000656,20220012,2026-03-16,08:36:00,二食堂-面食窗口,食堂,16.94
T0000657,20250043,2026-03-05,18:21:00,二食堂-大众窗口,食堂,9.62
T0000658,20220072,2026-03-13,17:48:00,二食堂-大众窗口,食堂,10.38
T0000659,20250035,2026-03-03,11:38:00,二食堂-面食窗口,食堂,15.46
T0000660,20240110,2026-03-09,18:40:00,一食堂-风味窗口,食堂,13.97
T0000661,20250079,2026-03-05,18:30:00,二食堂-面食窗口,食堂,13.96
T0000662,20230069,2026-03-13,08:52:00,二食堂-面食窗口,食堂,13.33
T0000663,20220100,2026-03-16,08:50:00,一食堂-风味窗口,食堂,17.03
T0000664,20240010,2026-03-22,18:26:00,二食堂-大众窗口,食堂,14.35
T0000665,20240006,2026-03-12,15:53:00,奶茶店,饮品,15.84
T0000666,20240102,2026-03-03,08:39:00,一食堂-风味窗口,食堂,18.42
T0000667,20240070,2026-03-02,11:45:00,二食堂-大众窗口,食堂,10.5
T0000668,20230017,2026-03-22,11:06:00,一食堂-大众窗口,食堂,13.42
T0000669,20220072,2026-03-03,18:23:00,一食堂-风味窗口,食堂,21.75
T0000670,20240014,2026-03-21,12:15:00,二食堂-大众窗口,食堂,10.54
T0000671,20230077,2026-03-05,18:11:00,一食堂-大众窗口,食堂,11.3
T0000672,20220112,2026-03-11,18:20:00,二食堂-大众窗口,食堂,14.0
T0000673,20250103,2026-03-18,18:33:00,二食堂-大众窗口,食堂,14.21
T0000674,20230065,2026-03-17,12:41:00,二食堂-大众窗口,食堂,8.02
T0000675,20220060,2026-03-17,07:37:00,二食堂-面食窗口,食堂,12.34
T0000676,20250003,2026-03-04,15:38:00,便利店,超市,12.44
T0000677,20230069,2026-03-14,11:18:00,二食堂-大众窗口,食堂,12.65
T0000678,20220072,2026-03-10,13:34:00,二食堂-面食窗口,食堂,13.4
T0000679,20240066,2026-03-10,12:22:00,二食堂-大众窗口,食堂,12.68
T0000680,20230097,2026-03-16,07:04:00,一食堂-风味窗口,食堂,12.56
T0000681,20230117,2026-03-20,11:47:00,一食堂-风味窗口,食堂,16.37
T0000682,20250067,2026-03-21,12:37:00,一食堂-风味窗口,食堂,18.92
T0000683,20250075,2026-03-18,18:05:00,一食堂-大众窗口,食堂,13.55
T0000684,20240026,2026-03-02,12:32:00,一食堂-风味窗口,食堂,13.35
T0000685,20250083,2026-03-19,08:18:00,一食堂-大众窗口,食堂,10.16
T0000686,20240102,2026-03-02,18:37:00,二食堂-面食窗口,食堂,14.86
T0000687,20240078,2026-03-21,13:05:00,二食堂-面食窗口,食堂,13.21
T0000688,20240090,2026-03-09,07:01:00,二食堂-大众窗口,食堂,11.98
T0000689,20250023,2026-03-07,17:59:00,一食堂-风味窗口,食堂,14.62
T0000690,20230089,2026-03-12,11:55:00,二食堂-面食窗口,食堂,11.7
T0000691,20220036,2026-03-19,18:39:00,二食堂-面食窗口,食堂,16.86
T0000692,20230033,2026-03-14,18:58:00,二食堂-面食窗口,食堂,15.41
T0000693,20250047,2026-03-10,07:25:00,二食堂-大众窗口,食堂,9.47
T0000694,20240022,2026-03-21,17:17:00,二食堂-面食窗口,食堂,13.27
T0000695,20250067,2026-03-03,08:21:00,一食堂-风味窗口,食堂,20.75
T0000696,20240078,2026-03-08,13:06:00,一食堂-风味窗口,食堂,15.63
T0000697,20220104,2026-03-08,11:07:00,一食堂-风味窗口,食堂,14.96
T0000698,20240114,2026-03-05,11:32:00,一食堂-大众窗口,食堂,8.16
T0000699,20230037,2026-03-09,12:07:00,二食堂-面食窗口,食堂,16.84
T0000700,20230029,2026-03-03,17:39:00,一食堂-风味窗口,食堂,13.72
T0000701,20230041,2026-03-17,18:33:00,二食堂-大众窗口,食堂,10.76
T0000702,20240074,2026-03-02,07:27:00,二食堂-大众窗口,食堂,8.69
T0000703,20220096,2026-03-14,17:40:00,二食堂-面食窗口,食堂,14.0
T0000704,20240062,2026-03-20,17:29:00,一食堂-大众窗口,食堂,13.24
T0000705,20230053,2026-03-08,17:13:00,一食堂-风味窗口,食堂,21.08
T0000706,20230053,2026-03-12,12:06:00,二食堂-大众窗口,食堂,12.56
T0000707,20230081,2026-03-11,18:39:00,一食堂-风味窗口,食堂,20.39
T0000708,20230009,2026-03-04,18:49:00,二食堂-面食窗口,食堂,16.95
T0000709,20230061,2026-03-09,18:16:00,二食堂-面食窗口,食堂,12.64
T0000710,20240018,2026-03-18,18:45:00,二食堂-面食窗口,食堂,11.98
T0000711,20220104,2026-03-07,15:15:00,咖啡店,饮品,15.93
T0000712,20220036,2026-03-12,18:16:00,二食堂-面食窗口,食堂,14.16
T0000713,20220116,2026-03-05,12:25:00,二食堂-大众窗口,食堂,9.59
T0000714,20220076,2026-03-20,17:35:00,二食堂-面食窗口,食堂,16.45
T0000715,20220076,2026-03-15,18:19:00,一食堂-风味窗口,食堂,15.15
T0000716,20250007,2026-03-03,07:29:00,二食堂-大众窗口,食堂,14.12
T0000717,20230073,2026-03-07,12:26:00,二食堂-大众窗口,食堂,12.71
T0000718,20250083,2026-03-21,07:20:00,一食堂-大众窗口,食堂,12.01
T0000719,20240042,2026-03-04,17:36:00,一食堂-风味窗口,食堂,20.19
T0000720,20240050,2026-03-16,12:01:00,二食堂-面食窗口,食堂,14.56
T0000721,20230085,2026-03-09,19:31:00,奶茶店,饮品,7.04
T0000722,20240022,2026-03-14,19:05:00,水果店,超市,23.36
T0000723,20220012,2026-03-05,11:24:00,二食堂-面食窗口,食堂,14.11
T0000724,20230033,2026-03-11,18:54:00,二食堂-大众窗口,食堂,12.73
T0000725,20240022,2026-03-19,13:02:00,二食堂-大众窗口,食堂,11.31
T0000726,20230041,2026-03-21,18:08:00,一食堂-大众窗口,食堂,13.28
T0000727,20240014,2026-03-03,08:18:00,一食堂-大众窗口,食堂,10.54
T0000728,20240086,2026-03-07,12:56:00,一食堂-大众窗口,食堂,14.53
T0000729,20240002,2026-03-06,07:28:00,二食堂-大众窗口,食堂,9.07
T0000730,20240034,2026-03-17,11:45:00,一食堂-大众窗口,食堂,11.79
T0000731,20250115,2026-03-16,21:24:00,水果店,超市,4.11
T0000732,20250023,2026-03-15,10:41:00,便利店,超市,6.68
T0000733,20250091,2026-03-19,11:20:00,一食堂-大众窗口,食堂,10.47
T0000734,20250047,2026-03-21,11:03:00,二食堂-大众窗口,食堂,13.15
T0000735,20250083,2026-03-20,11:17:00,二食堂-面食窗口,食堂,14.61
T0000736,20240106,2026-03-05,17:28:00,二食堂-大众窗口,食堂,9.81
T0000737,20240118,2026-03-06,17:55:00,二食堂-大众窗口,食堂,8.56
T0000738,20240042,2026-03-16,13:00:00,二食堂-大众窗口,食堂,10.25
T0000739,20250091,2026-03-21,12:46:00,二食堂-大众窗口,食堂,9.57
T0000740,20230101,2026-03-02,12:18:00,二食堂-面食窗口,食堂,13.68
T0000741,20220104,2026-03-10,18:10:00,一食堂-风味窗口,食堂,20.21
T0000742,20250015,2026-03-13,07:01:00,一食堂-风味窗口,食堂,19.08
T0000743,20220100,2026-03-13,08:31:00,一食堂-大众窗口,食堂,10.09
T0000744,20230061,2026-03-04,18:21:00,二食堂-大众窗口,食堂,13.64
T0000745,20240010,2026-03-17,08:36:00,二食堂-大众窗口,食堂,10.48
T0000746,20250011,2026-03-16,18:04:00,一食堂-大众窗口,食堂,13.88
T0000747,20250075,2026-03-21,12:31:00,二食堂-面食窗口,食堂,16.75
T0000748,20230045,2026-03-07,13:06:00,二食堂-大众窗口,食堂,12.85
T0000749,20240102,2026-03-12,18:03:00,二食堂-面食窗口,食堂,10.99
T0000750,20230029,2026-03-02,18:31:00,二食堂-大众窗口,食堂,9.49
T0000751,20220064,2026-03-19,11:18:00,二食堂-面食窗口,食堂,14.32
T0000752,20230065,2026-03-04,18:07:00,二食堂-大众窗口,食堂,8.93
T0000753,20250075,2026-03-07,21:13:00,水果店,超市,13.55
T0000754,20240098,2026-03-12,08:25:00,一食堂-大众窗口,食堂,9.63
T0000755,20220008,2026-03-02,17:54:00,二食堂-大众窗口,食堂,8.56
T0000756,20250011,2026-03-12,17:38:00,一食堂-风味窗口,食堂,18.81
T0000757,20240118,2026-03-08,17:54:00,二食堂-面食窗口,食堂,13.32
T0000758,20230009,2026-03-22,11:05:00,二食堂-大众窗口,食堂,9.85
T0000759,20230005,2026-03-05,08:00:00,二食堂-大众窗口,食堂,8.6
T0000760,20220016,2026-03-02,13:42:00,二食堂-大众窗口,食堂,11.22
T0000761,20230001,2026-03-08,18:52:00,二食堂-大众窗口,食堂,8.23
T0000762,20250027,2026-03-06,08:16:00,一食堂-风味窗口,食堂,13.15
T0000763,20240046,2026-03-22,13:26:00,二食堂-大众窗口,食堂,8.09
T0000764,,2026-03-08,08:27:00,一食堂-风味窗口,食堂,19.98
T0000765,20230057,2026-03-03,08:36:00,二食堂-大众窗口,食堂,9.39
T0000766,20220052,2026-03-20,13:17:00,二食堂-大众窗口,食堂,10.46
T0000767,20240070,2026-03-07,17:26:00,一食堂-风味窗口,食堂,21.9
T0000768,20230025,2026-03-10,18:25:00,二食堂-大众窗口,食堂,8.57
T0000769,20230085,2026-03-08,12:22:00,一食堂-风味窗口,食堂,15.8
T0000770,20220012,2026-03-12,11:53:00,二食堂-大众窗口,食堂,14.25
T0000771,20250119,2026-03-05,07:58:00,一食堂-大众窗口,食堂,13.83
T0000772,20250027,2026-03-08,15:00:00,奶茶店,饮品,7.35
T0000773,20220080,2026-03-07,08:24:00,一食堂-风味窗口,食堂,17.42
T0000774,20250111,2026-03-17,08:43:00,一食堂-风味窗口,食堂,21.54
T0000775,20230029,2026-03-15,17:30:00,一食堂-大众窗口,食堂,8.67
T0000776,20240054,2026-03-02,07:36:00,二食堂-面食窗口,食堂,10.55
T0000777,20250091,2026-03-17,17:40:00,二食堂-大众窗口,食堂,14.65
T0000778,20250079,2026-03-07,11:29:00,二食堂-大众窗口,食堂,9.52
T0000779,20240110,2026-03-20,17:07:00,一食堂-大众窗口,食堂,13.01
T0000780,20250071,2026-03-17,08:46:00,一食堂-大众窗口,食堂,14.73
T0000781,20230021,2026-03-14,12:35:00,二食堂-大众窗口,食堂,9.95
T0000782,20230085,2026-03-15,07:31:00,一食堂-风味窗口,食堂,13.99
T0000783,20230093,2026-03-15,12:41:00,二食堂-大众窗口,食堂,13.13
T0000784,20250071,2026-03-13,08:37:00,二食堂-大众窗口,食堂,12.72
T0000785,20240094,2026-03-09,12:51:00,二食堂-大众窗口,食堂,14.63
T0000786,,2026-03-15,08:03:00,二食堂-大众窗口,食堂,14.91
T0000787,20220096,2026-03-22,18:39:00,二食堂-面食窗口,食堂,13.15
T0000788,20230097,2026-03-03,11:47:00,一食堂-大众窗口,食堂,8.44
T0000789,20250107,2026-03-05,08:20:00,二食堂-大众窗口,食堂,11.73
T0000790,20220092,2026-03-11,08:27:00,一食堂-风味窗口,食堂,13.63
T0000791,20250063,2026-03-06,12:27:00,二食堂-大众窗口,食堂,8.21
T0000792,20230073,2026-03-17,18:55:00,二食堂-面食窗口,食堂,11.81
T0000793,20230045,2026-03-06,17:42:00,二食堂-面食窗口,食堂,16.06
T0000794,20220064,2026-03-11,08:40:00,一食堂-风味窗口,食堂,21.83
T0000795,20220016,2026-03-19,08:18:00,二食堂-大众窗口,食堂,12.63
T0000796,20230017,2026-03-22,15:22:00,超市A,超市,14.7
T0000797,20250087,2026-03-13,11:55:00,二食堂-面食窗口,食堂,11.63
T0000798,20250111,2026-03-17,18:49:00,二食堂-大众窗口,食堂,8.29
T0000799,20250043,2026-03-19,18:39:00,一食堂-大众窗口,食堂,10.21
T0000800,20230021,2026-03-03,18:15:00,二食堂-面食窗口,食堂,14.5
T0000801,20230025,2026-03-08,13:14:00,二食堂-大众窗口,食堂,10.69
T0000802,20220064,2026-03-20,08:30:00,一食堂-大众窗口,食堂,14.18
T0000803,20220040,2026-03-09,17:26:00,二食堂-大众窗口,食堂,13.77
T0000804,20250083,2026-03-16,12:58:00,二食堂-大众窗口,食堂,9.14
T0000805,20240114,2026-03-09,08:43:00,一食堂-大众窗口,食堂,11.69
T0000806,20250051,2026-03-07,11:16:00,一食堂-大众窗口,食堂,11.84
T0000807,20250023,2026-03-22,12:43:00,二食堂-大众窗口,食堂,12.95
T0000808,20240046,2026-03-19,18:06:00,二食堂-大众窗口,食堂,13.67
T0000809,20220044,2026-03-12,07:36:00,一食堂-大众窗口,食堂,9.4
T0000810,20230053,2026-03-12,18:31:00,一食堂-风味窗口,食堂,13.92
T0000811,20230021,2026-03-13,12:49:00,二食堂-大众窗口,食堂,8.01
T0000812,20230057,2026-03-21,17:03:00,二食堂-大众窗口,食堂,11.71
T0000813,20240030,2026-03-20,11:48:00,二食堂-大众窗口,食堂,13.84
T0000814,20220036,2026-03-20,12:16:00,一食堂-风味窗口,食堂,12.67
T0000815,20220100,2026-03-13,13:05:00,二食堂-面食窗口,食堂,14.8
T0000816,20220016,2026-03-03,17:39:00,二食堂-面食窗口,食堂,11.25
T0000817,20240094,2026-03-05,18:03:00,一食堂-大众窗口,食堂,8.66
T0000818,20250019,2026-03-06,17:00:00,一食堂-风味窗口,食堂,13.29
T0000819,20250031,2026-03-04,12:20:00,二食堂-大众窗口,食堂,14.49
T0000820,20240046,2026-03-17,08:12:00,二食堂-面食窗口,食堂,17.88
T0000821,20240074,2026-03-09,08:48:00,二食堂-大众窗口,食堂,12.76
T0000822,20230089,2026-03-15,10:23:00,便利店,超市,14.68
T0000823,20250015,2026-03-16,18:12:00,二食堂-大众窗口,食堂,9.71
T0000824,20230117,2026-03-05,18:45:00,二食堂-面食窗口,食堂,15.94
T0000825,20230105,2026-03-16,12:30:00,二食堂-面食窗口,食堂,11.28
T0000826,20250039,2026-03-22,12:22:00,二食堂-面食窗口,食堂,10.91
T0000827,20250075,2026-03-17,08:43:00,一食堂-风味窗口,食堂,21.25
T0000828,20240042,2026-03-03,18:38:00,二食堂-大众窗口,食堂,13.15
T0000829,20240014,2026-03-09,08:36:00,一食堂-风味窗口,食堂,15.74
T0000830,20230073,2026-03-06,08:24:00,一食堂-大众窗口,食堂,11.46
T0000831,20230085,2026-03-05,18:34:00,二食堂-面食窗口,食堂,17.62
T0000832,20240110,2026-03-07,11:50:00,二食堂-面食窗口,食堂,14.82
T0000833,20220028,2026-03-06,08:14:00,一食堂-风味窗口,食堂,15.81
T0000834,20240058,2026-03-10,18:35:00,一食堂-风味窗口,食堂,21.69
T0000835,20240026,2026-03-18,18:11:00,二食堂-面食窗口,食堂,16.36
T0000836,20230061,2026-03-12,13:35:00,二食堂-面食窗口,食堂,10.12
T0000837,20230117,2026-03-13,08:27:00,二食堂-面食窗口,食堂,17.82
T0000838,20250007,2026-03-16,12:55:00,一食堂-大众窗口,食堂,8.67
T0000839,20230085,2026-03-12,12:40:00,一食堂-风味窗口,食堂,19.81
T0000840,20250051,2026-03-18,18:41:00,一食堂-风味窗口,食堂,13.22
T0000841,20220096,2026-03-09,18:44:00,一食堂-风味窗口,食堂,13.86
T0000842,20240070,2026-03-04,17:14:00,二食堂-大众窗口,食堂,8.71
T0000843,20230021,2026-03-22,12:10:00,一食堂-风味窗口,食堂,21.67
T0000844,20250039,2026-03-12,07:16:00,二食堂-面食窗口,食堂,15.37
T0000845,20250059,2026-03-12,08:18:00,二食堂-面食窗口,食堂,14.7
T0000846,20240054,2026-03-16,07:44:00,二食堂-面食窗口,食堂,13.38
T0000847,20240038,2026-03-11,08:00:00,一食堂-大众窗口,食堂,10.6
T0000848,20230009,2026-03-11,07:00:00,二食堂-大众窗口,食堂,14.49
T0000849,20230005,2026-03-10,07:43:00,二食堂-大众窗口,食堂,12.78
T0000850,20240038,2026-03-05,17:58:00,一食堂-大众窗口,食堂,11.94
T0000851,20240054,2026-03-03,12:46:00,一食堂-风味窗口,食堂,16.77
T0000852,20250031,2026-03-09,17:51:00,一食堂-风味窗口,食堂,14.2
T0000853,20230009,2026-03-15,13:51:00,二食堂-面食窗口,食堂,11.72
T0000854,20250099,2026-03-20,17:30:00,二食堂-大众窗口,食堂,13.19
T0000855,20250055,2026-03-20,08:34:00,二食堂-面食窗口,食堂,16.45
T0000856,20240050,2026-03-09,15:55:00,咖啡店,饮品,21.3
T0000857,20220072,2026-03-02,11:17:00,一食堂-大众窗口,食堂,9.11
T0000858,20240062,2026-03-14,17:55:00,二食堂-大众窗口,食堂,8.73
T0000859,20220060,2026-03-14,12:47:00,二食堂-大众窗口,食堂,8.42
T0000860,20230041,2026-03-02,10:45:00,咖啡店,饮品,8.37
T0000861,20240034,2026-03-22,15:49:00,奶茶店,饮品,6.36
T0000862,20220004,2026-03-19,07:15:00,一食堂-大众窗口,食堂,10.23
T0000863,20240022,2026-03-12,18:39:00,一食堂-大众窗口,食堂,8.35
T0000864,20250043,2026-03-12,08:35:00,二食堂-大众窗口,食堂,13.49
T0000865,20230109,2026-03-18,07:50:00,二食堂-大众窗口,食堂,8.01
T0000866,20250083,2026-03-18,10:26:00,奶茶店,饮品,11.6
T0000867,20230077,2026-03-05,12:01:00,二食堂-大众窗口,食堂,11.75
T0000868,20240050,2026-03-21,11:50:00,一食堂-风味窗口,食堂,20.91
T0000869,20220068,2026-03-15,18:38:00,一食堂-大众窗口,食堂,14.18
T0000870,20230085,2026-03-04,08:36:00,二食堂-面食窗口,食堂,15.95
T0000871,20240002,2026-03-19,12:24:00,一食堂-风味窗口,食堂,16.91
T0000872,20220108,2026-03-19,18:09:00,二食堂-大众窗口,食堂,13.38
T0000873,20230105,2026-03-07,12:02:00,二食堂-大众窗口,食堂,8.83
T0000874,20230025,2026-03-03,18:54:00,二食堂-面食窗口,食堂,11.56
T0000875,20240062,2026-03-02,11:34:00,二食堂-面食窗口,食堂,13.63
T0000876,20250115,2026-03-10,21:47:00,便利店,超市,8.19
T0000877,20250027,2026-03-22,17:12:00,二食堂-大众窗口,食堂,11.47
T0000878,20240070,2026-03-13,12:46:00,一食堂-风味窗口,食堂,17.27
T0000879,20230001,2026-03-13,13:24:00,一食堂-大众窗口,食堂,12.72
T0000880,20250003,2026-03-12,15:25:00,超市A,超市,4.76
T0000881,20220052,2026-03-15,08:11:00,二食堂-面食窗口,食堂,10.12
T0000882,20220044,2026-03-20,07:07:00,一食堂-大众窗口,食堂,13.94
T0000883,20230077,2026-03-10,18:20:00,一食堂-风味窗口,食堂,15.83
T0000884,20230113,2026-03-12,12:52:00,一食堂-大众窗口,食堂,8.16
T0000885,20220072,2026-03-07,13:41:00,二食堂-面食窗口,食堂,12.4
T0000886,20250095,2026-03-14,13:46:00,一食堂-大众窗口,食堂,13.76
T0000887,20230057,2026-03-13,12:10:00,一食堂-大众窗口,食堂,8.4
T0000888,20220052,2026-03-21,12:54:00,二食堂-面食窗口,食堂,17.83
T0000889,20240066,2026-03-04,18:06:00,二食堂-大众窗口,食堂,14.77
T0000890,20230005,2026-03-16,17:51:00,二食堂-大众窗口,食堂,9.02
T0000891,20250099,2026-03-21,17:42:00,一食堂-风味窗口,食堂,21.47
T0000892,20230017,2026-03-19,17:13:00,一食堂-风味窗口,食堂,14.38
T0000893,20230029,2026-03-18,18:00:00,二食堂-大众窗口,食堂,10.68
T0000894,20220052,2026-03-11,07:32:00,二食堂-大众窗口,食堂,9.48
T0000895,20250119,2026-03-14,18:43:00,二食堂-大众窗口,食堂,10.95
T0000896,20230093,2026-03-11,15:33:00,咖啡店,饮品,12.89
T0000897,20220052,2026-03-06,07:05:00,一食堂-风味窗口,食堂,18.26
T0000898,20250035,2026-03-17,18:13:00,二食堂-大众窗口,食堂,11.89
T0000899,20220084,2026-03-07,17:59:00,二食堂-面食窗口,食堂,11.25
T0000900,20250107,2026-03-06,12:36:00,一食堂-大众窗口,食堂,11.62
T0000901,20220108,2026-03-10,12:58:00,二食堂-大众窗口,食堂,9.76
T0000902,20240094,2026-03-03,17:59:00,二食堂-面食窗口,食堂,17.59
T0000903,20250087,2026-03-04,08:44:00,二食堂-大众窗口,食堂,11.01
T0000904,20250103,2026-03-11,17:15:00,一食堂-大众窗口,食堂,12.79
T0000905,20250087,2026-03-21,13:26:00,二食堂-面食窗口,食堂,13.76
T0000906,20240082,2026-03-19,12:47:00,一食堂-大众窗口,食堂,8.61
T0000907,20230037,2026-03-05,07:50:00,一食堂-风味窗口,食堂,15.82
T0000908,20250019,2026-03-19,12:35:00,二食堂-面食窗口,食堂,16.28
T0000909,20220112,2026-03-20,18:08:00,二食堂-面食窗口,食堂,14.8
T0000910,20240010,2026-03-05,17:36:00,一食堂-风味窗口,食堂,14.36
T0000911,20220112,2026-03-12,12:51:00,二食堂-大众窗口,食堂,8.75
T0000912,20240078,2026-03-20,07:48:00,一食堂-风味窗口,食堂,20.68
T0000913,20240010,2026-03-21,12:27:00,二食堂-面食窗口,食堂,15.96
T0000914,20240034,2026-03-05,07:53:00,二食堂-面食窗口,食堂,13.62
T0000915,20230025,2026-03-05,13:11:00,一食堂-风味窗口,食堂,19.74
T0000916,20230081,2026-03-15,12:14:00,一食堂-大众窗口,食堂,13.02
T0000917,20250003,2026-03-22,17:42:00,二食堂-面食窗口,食堂,13.38
T0000918,20240014,2026-03-12,12:12:00,二食堂-大众窗口,食堂,10.46
T0000919,20220052,2026-03-17,11:00:00,二食堂-大众窗口,食堂,13.37
T0000920,20230045,2026-03-21,12:56:00,一食堂-风味窗口,食堂,15.05
T0000921,20240118,2026-03-18,08:05:00,二食堂-大众窗口,食堂,9.98
T0000922,20220060,2026-03-16,17:36:00,二食堂-面食窗口,食堂,16.04
T0000923,20250007,2026-03-13,18:43:00,二食堂-大众窗口,食堂,10.25
T0000924,20240014,2026-03-07,17:10:00,二食堂-面食窗口,食堂,17.72
T0000925,20240094,2026-03-02,19:04:00,水果店,超市,19.51
T0000926,20220112,2026-03-04,08:26:00,一食堂-风味窗口,食堂,21.21
T0000927,20220096,2026-03-13,18:35:00,二食堂-大众窗口,食堂,9.38
T0000928,20240014,2026-03-05,18:17:00,二食堂-大众窗口,食堂,9.02
T0000929,20230001,2026-03-04,17:26:00,一食堂-大众窗口,食堂,12.71
T0000930,20220036,2026-03-15,13:55:00,一食堂-大众窗口,食堂,10.69
T0000931,20230073,2026-03-18,18:41:00,二食堂-大众窗口,食堂,12.61
T0000932,20220016,2026-03-09,11:03:00,一食堂-风味窗口,食堂,13.98
T0000933,20240050,2026-03-17,17:47:00,二食堂-大众窗口,食堂,10.35
T0000934,20220092,2026-03-17,13:27:00,二食堂-面食窗口,食堂,13.14
T0000935,20250071,2026-03-13,12:01:00,二食堂-面食窗口,食堂,11.28
T0000936,20240082,2026-03-13,19:01:00,奶茶店,饮品,12.68
T0000937,20220100,2026-03-20,18:26:00,二食堂-大众窗口,食堂,8.2
T0000938,20250087,2026-03-17,17:25:00,二食堂-大众窗口,食堂,11.34
T0000939,20240018,2026-03-06,17:59:00,一食堂-风味窗口,食堂,15.41
T0000940,20250103,2026-03-10,18:32:00,一食堂-大众窗口,食堂,13.3
T0000941,20250011,2026-03-12,13:41:00,二食堂-大众窗口,食堂,8.03
T0000942,20240014,2026-03-14,18:55:00,一食堂-大众窗口,食堂,9.14
T0000943,20250067,2026-03-04,08:10:00,一食堂-大众窗口,食堂,9.58
T0000944,20220104,2026-03-18,17:43:00,二食堂-大众窗口,食堂,8.94
T0000945,20230057,2026-03-06,08:41:00,二食堂-大众窗口,食堂,14.01
T0000946,20230069,2026-03-14,17:37:00,一食堂-大众窗口,食堂,11.78
T0000947,20240002,2026-03-22,11:03:00,二食堂-大众窗口,食堂,14.23
T0000948,20220028,2026-03-19,18:49:00,一食堂-大众窗口,食堂,11.76
T0000949,20240082,2026-03-03,07:25:00,一食堂-风味窗口,食堂,19.82
T0000950,20220004,2026-03-22,11:09:00,二食堂-面食窗口,食堂,15.83
T0000951,20240082,2026-03-05,12:28:00,一食堂-大众窗口,食堂,13.41
T0000952,20220096,2026-03-17,07:42:00,一食堂-大众窗口,食堂,12.76
T0000953,20220016,2026-03-19,15:53:00,水果店,超市,19.1
T0000954,20250115,2026-03-13,12:11:00,一食堂-大众窗口,食堂,11.56
T0000955,20220088,2026-03-16,17:24:00,二食堂-大众窗口,食堂,11.88
T0000956,20220068,2026-03-14,17:24:00,二食堂-面食窗口,食堂,13.98
T0000957,20250115,2026-03-11,18:08:00,一食堂-风味窗口,食堂,21.88
T0000958,20220064,2026-03-03,07:17:00,二食堂-面食窗口,食堂,14.32
T0000959,20250079,2026-03-12,18:58:00,一食堂-风味窗口,食堂,13.66
T0000960,20240086,2026-03-16,12:36:00,一食堂-大众窗口,食堂,14.45
T0000961,20220120,2026-03-09,08:13:00,一食堂-风味窗口,食堂,19.15
T0000962,20220020,2026-03-17,18:11:00,一食堂-风味窗口,食堂,13.11
T0000963,20250011,2026-03-14,18:24:00,一食堂-风味窗口,食堂,17.98
T0000964,20220040,2026-03-06,08:13:00,一食堂-风味窗口,食堂,12.16
T0000965,20230081,2026-03-05,11:57:00,一食堂-风味窗口,食堂,15.64
T0000966,20250051,2026-03-16,19:42:00,奶茶店,饮品,16.28
T0000967,20220020,2026-03-16,19:15:00,便利店,超市,6.8
T0000968,20230109,2026-03-14,18:04:00,一食堂-风味窗口,食堂,20.17
T0000969,20230061,2026-03-17,12:27:00,二食堂-大众窗口,食堂,14.94
T0000970,20230097,2026-03-19,12:23:00,二食堂-面食窗口,食堂,12.33
T0000971,20230109,2026-03-11,12:51:00,二食堂-面食窗口,食堂,11.73
T0000972,20250067,2026-03-21,07:22:00,二食堂-面食窗口,食堂,12.46
T0000973,20230029,2026-03-04,18:44:00,一食堂-大众窗口,食堂,14.44
T0000974,20250107,2026-03-08,12:52:00,二食堂-大众窗口,食堂,12.72
T0000975,20230085,2026-03-09,07:26:00,二食堂-面食窗口,食堂,13.72
T0000976,20240094,2026-03-17,11:49:00,二食堂-面食窗口,食堂,17.65
T0000977,20220116,2026-03-04,17:54:00,一食堂-大众窗口,食堂,9.98
T0000978,20220020,2026-03-20,18:51:00,一食堂-大众窗口,食堂,10.22
